Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732,10-11-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$80.00,475,"$38,000.00","$13,300.00",Online
Amazon,1185732,22-04-2021 00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,$45.00,475,"$21,375.00","$8,550.00",Online
Foot Locker,1185732,18-02-2021 00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,$20.00,475,"$9,500.00","$3,800.00",Online
Foot Locker,1185732,17-04-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$30.00,475,"$14,250.00","$7,125.00",Online
Foot Locker,1185732,18-06-2021 00:00,South,Mississippi,Jackson,Women's Street Footwear,$45.00,475,"$21,375.00","$8,550.00",Online
Walmart,1185732,16-07-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$50.00,475,"$23,750.00","$9,500.00",Online
Walmart,1185732,17-08-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$40.00,475,"$19,000.00","$7,600.00",Online
Sports Direct,1185732,18-10-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$35.00,475,"$16,625.00","$8,313.00",Online
Sports Direct,1185732,16-12-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$60.00,475,"$28,500.00","$11,400.00",Online
Sports Direct,1185732,16-12-2021 00:00,South,Mississippi,Jackson,Men's Apparel,$70.00,475,"$33,250.00","$11,638.00",Online
West Gear,1197831,21-06-2021 00:00,South,Oklahoma,Oklahoma City,Women's Apparel,$60.00,475,"$28,500.00","$11,400.00",Online
West Gear,1197831,20-08-2021 00:00,South,Oklahoma,Oklahoma City,Women's Apparel,$55.00,475,"$26,125.00","$10,450.00",Online
Kohl's,1197831,20-11-2021 00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,$25.00,475,"$11,875.00","$4,750.00",Online
Foot Locker,1185732,12-01-2021 00:00,Midwest,Kansas,Wichita,Men's Street Footwear,$40.00,475,"$19,000.00","$6,650.00",Online
Foot Locker,1185732,13-09-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$45.00,475,"$21,375.00","$7,481.00",Online
Sports Direct,1185732,09-01-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$35.00,475,"$16,625.00","$5,819.00",Online
Sports Direct,1185732,10-09-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$40.00,475,"$19,000.00","$6,650.00",In-store
Foot Locker,1185732,06-04-2021 00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,$20.00,475,"$9,500.00","$2,850.00",In-store
Foot Locker,1185732,07-09-2021 00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,$35.00,475,"$16,625.00","$4,988.00",In-store
West Gear,1185732,04-09-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$35.00,475,"$16,625.00","$4,988.00",In-store
West Gear,1185732,11-09-2021 00:00,Midwest,Indiana,Indianapolis,Men's Street Footwear,$35.00,475,"$16,625.00","$6,650.00",In-store
West Gear,1185732,16-07-2021 00:00,Northeast,West Virginia,Charleston,Women's Apparel,$65.00,475,"$30,875.00","$12,350.00",In-store
Foot Locker,1185732,22-02-2021 00:00,Northeast,West Virginia,Charleston,Men's Street Footwear,$35.00,475,"$16,625.00","$6,650.00",In-store
Foot Locker,1185732,15-10-2021 00:00,Northeast,Delaware,Wilmington,Men's Street Footwear,$60.00,475,"$28,500.00","$9,975.00",In-store
Kohl's,1185732,10-01-2021 00:00,Northeast,Delaware,Wilmington,Men's Street Footwear,$35.00,475,"$16,625.00","$5,819.00",In-store
Kohl's,1185732,07-04-2021 00:00,Northeast,New Jersey,Newark,Men's Street Footwear,$35.00,475,"$16,625.00","$5,819.00",In-store
Kohl's,1185732,06-09-2021 00:00,Northeast,New Jersey,Newark,Men's Street Footwear,$50.00,475,"$23,750.00","$8,313.00",In-store
Sports Direct,1185732,03-07-2021 00:00,Northeast,Connecticut,Hartford,Women's Apparel,$60.00,475,"$28,500.00","$9,975.00",In-store
Foot Locker,1185732,08-02-2021 00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,$35.00,475,"$16,625.00","$5,819.00",In-store
Amazon,1185732,12-10-2021 00:00,Northeast,Vermont,Burlington,Men's Street Footwear,$65.00,475,"$30,875.00","$13,894.00",In-store
Amazon,1185732,19-06-2021 00:00,Northeast,New Hampshire,Manchester,Women's Apparel,$70.00,475,"$33,250.00","$11,638.00",In-store
Foot Locker,1185732,19-10-2021 00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,$70.00,475,"$33,250.00","$13,300.00",Outlet
Foot Locker,1185732,15-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00,470,"$28,200.00","$14,100.00",Outlet
Amazon,1185732,24-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,$40.00,470,"$18,800.00","$6,580.00",Outlet
Foot Locker,1185732,05-03-2021 00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,$20.00,470,"$9,400.00","$2,820.00",In-store
West Gear,1185732,02-03-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$20.00,470,"$9,400.00","$2,820.00",In-store
West Gear,1185732,20-05-2021 00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,$50.00,470,"$23,500.00","$9,400.00",In-store
Foot Locker,1185732,06-05-2021 00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,$50.00,470,"$23,500.00","$8,225.00",In-store
Sports Direct,1185732,13-03-2021 00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,$40.00,470,"$18,800.00","$5,640.00",In-store
Kohl's,1189833,17-03-2021 00:00,West,California,Los Angeles,Men's Apparel,$50.00,450,"$22,500.00","$12,375.00",Outlet
Kohl's,1189833,17-04-2021 00:00,West,California,Los Angeles,Men's Apparel,$50.00,450,"$22,500.00","$12,375.00",Outlet
Foot Locker,1185732,18-06-2021 00:00,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00,450,"$22,500.00","$9,000.00",Outlet
Sports Direct,1197831,28-08-2021 00:00,South,Texas,Dallas,Women's Apparel,$35.00,450,"$15,750.00","$7,875.00",Outlet
Sports Direct,1197831,08-09-2021 00:00,South,Texas,Dallas,Men's Apparel,$50.00,450,"$22,500.00","$6,750.00",Outlet
Sports Direct,1197831,01-10-2021 00:00,South,Texas,Dallas,Women's Athletic Footwear,$60.00,450,"$27,000.00","$13,500.00",Outlet
Sports Direct,1197831,02-10-2021 00:00,South,Texas,Dallas,Men's Apparel,$55.00,450,"$24,750.00","$8,663.00",Outlet
Foot Locker,1185732,09-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$50.00,450,"$22,500.00","$11,250.00",Outlet
West Gear,1128299,02-01-2020 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$35.00,450,"$15,750.00","$6,300.00",Outlet
West Gear,1128299,03-01-2020 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00,450,"$20,250.00","$5,063.00",Outlet
West Gear,1128299,04-01-2020 00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00,450,"$20,250.00","$8,100.00",Outlet
West Gear,1128299,31-01-2020 00:00,West,Nevada,Las Vegas,Women's Apparel,$80.00,450,"$36,000.00","$9,000.00",Outlet
West Gear,1128299,10-02-2020 00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00,450,"$27,000.00","$9,450.00",In-store
West Gear,1128299,21-02-2020 00:00,West,Nevada,Las Vegas,Women's Street Footwear,$60.00,450,"$27,000.00","$9,450.00",In-store
West Gear,1128299,24-02-2020 00:00,West,Nevada,Las Vegas,Women's Apparel,$75.00,450,"$33,750.00","$5,063.00",In-store
West Gear,1128299,17-04-2020 00:00,West,Colorado,Denver,Women's Athletic Footwear,$65.00,450,"$29,250.00","$13,163.00",In-store
West Gear,1128299,04-05-2020 00:00,West,Colorado,Denver,Women's Street Footwear,$65.00,450,"$29,250.00","$11,700.00",In-store
West Gear,1128299,26-05-2020 00:00,West,Colorado,Denver,Men's Street Footwear,$40.00,450,"$18,000.00","$5,400.00",In-store
West Gear,1128299,27-05-2020 00:00,West,Colorado,Denver,Men's Athletic Footwear,$50.00,450,"$22,500.00","$5,625.00",In-store
West Gear,1128299,28-05-2020 00:00,West,Colorado,Denver,Women's Street Footwear,$50.00,450,"$22,500.00","$5,625.00",In-store
West Gear,1128299,02-06-2020 00:00,West,Washington,Seattle,Men's Athletic Footwear,$50.00,450,"$22,500.00","$5,625.00",In-store
West Gear,1128299,03-06-2020 00:00,West,Washington,Seattle,Women's Street Footwear,$50.00,450,"$22,500.00","$5,625.00",In-store
West Gear,1128299,15-07-2020 00:00,West,Washington,Seattle,Women's Street Footwear,$70.00,450,"$31,500.00","$7,875.00",In-store
West Gear,1128299,18-07-2020 00:00,West,Washington,Seattle,Women's Apparel,$65.00,450,"$29,250.00","$5,850.00",In-store
West Gear,1128299,28-07-2020 00:00,West,Washington,Seattle,Women's Athletic Footwear,$70.00,450,"$31,500.00","$9,450.00",In-store
Foot Locker,1185732,17-10-2020 00:00,Southeast,Florida,Miami,Men's Street Footwear,$35.00,450,"$15,750.00","$5,513.00",In-store
Foot Locker,1185732,04-12-2020 00:00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$45.00,450,"$20,250.00","$7,088.00",Outlet
Kohl's,1189833,05-01-2021 00:00,Midwest,Montana,Billings,Women's Street Footwear,$45.00,450,"$20,250.00","$9,113.00",Outlet
Kohl's,1189833,05-02-2021 00:00,Midwest,Montana,Billings,Women's Athletic Footwear,$40.00,450,"$18,000.00","$7,200.00",Outlet
Kohl's,1189833,16-02-2021 00:00,Midwest,Montana,Billings,Women's Street Footwear,$45.00,450,"$20,250.00","$9,113.00",Outlet
Kohl's,1189833,19-02-2021 00:00,Midwest,Montana,Billings,Women's Apparel,$60.00,450,"$27,000.00","$6,750.00",Outlet
Sports Direct,1197831,18-03-2021 00:00,South,Tennessee,Knoxville,Women's Street Footwear,$35.00,450,"$15,750.00","$5,513.00",Outlet
Sports Direct,1197831,13-05-2021 00:00,South,Tennessee,Knoxville,Men's Apparel,$55.00,450,"$24,750.00","$9,900.00",Outlet
Foot Locker,1185732,26-07-2021 00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,$50.00,450,"$22,500.00","$9,000.00",Outlet
Sports Direct,1197831,12-08-2021 00:00,South,Alabama,Birmingham,Women's Apparel,$35.00,450,"$15,750.00","$8,663.00",Outlet
Sports Direct,1197831,15-08-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$30.00,450,"$13,500.00","$6,075.00",Outlet
Sports Direct,1197831,03-10-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,$45.00,450,"$20,250.00","$12,150.00",Outlet
Amazon,1185732,12-10-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,$40.00,450,"$18,000.00","$6,300.00",Outlet
Amazon,1185732,30-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,$40.00,450,"$18,000.00","$6,300.00",Outlet
Amazon,1185732,27-12-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,$55.00,450,"$24,750.00","$8,663.00",Outlet
Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Women's Apparel,$70.00,450,"$31,500.00","$9,450.00",Outlet
Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,$70.00,450,"$31,500.00","$11,025.00",Outlet
Walmart,1128299,17-06-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$95.00,450,"$42,750.00","$8,550.00",In-store
West Gear,1185732,09-04-2021 00:00,Northeast,New York,Albany,Women's Athletic Footwear,$40.00,450,"$18,000.00","$5,400.00",In-store
Kohl's,1185732,14-01-2021 00:00,Northeast,New York,Albany,Women's Athletic Footwear,$35.00,450,"$15,750.00","$5,513.00",In-store
Kohl's,1185732,10-03-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$50.00,450,"$22,500.00","$6,750.00",In-store
Kohl's,1185732,10-05-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00,450,"$18,000.00","$6,300.00",In-store
Foot Locker,1128299,24-02-2021 00:00,West,Wyoming,Cheyenne,Men's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",In-store
Foot Locker,1128299,25-09-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$50.00,450,"$22,500.00","$7,875.00",In-store
Foot Locker,1128299,25-09-2021 00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",In-store
Foot Locker,1128299,24-11-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",In-store
Sports Direct,1185732,19-01-2021 00:00,Southeast,Virginia,Richmond,Men's Apparel,$45.00,450,"$20,250.00","$8,100.00",In-store
Sports Direct,1185732,17-02-2021 00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,$35.00,450,"$15,750.00","$6,300.00",In-store
Sports Direct,1185732,17-02-2021 00:00,Midwest,Michigan,Detroit,Men's Apparel,$45.00,450,"$20,250.00","$8,100.00",In-store
Sports Direct,1185732,15-03-2021 00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,$35.00,450,"$15,750.00","$6,300.00",In-store
Sports Direct,1185732,16-04-2021 00:00,Midwest,Michigan,Detroit,Women's Street Footwear,$30.00,450,"$13,500.00","$4,050.00",In-store
Sports Direct,1185732,15-05-2021 00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,$45.00,450,"$20,250.00","$7,088.00",In-store
Sports Direct,1185732,16-11-2021 00:00,Midwest,Michigan,Detroit,Men's Apparel,$60.00,450,"$27,000.00","$10,800.00",In-store
Foot Locker,1185732,17-12-2021 00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$35.00,450,"$15,750.00","$5,513.00",In-store
West Gear,1185732,17-12-2021 00:00,Midwest,Missouri,St. Louis,Women's Apparel,$50.00,450,"$22,500.00","$11,250.00",In-store
West Gear,1185732,11-02-2021 00:00,West,Utah,Salt Lake City,Women's Apparel,$25.00,450,"$11,250.00","$5,625.00",In-store
West Gear,1185732,11-08-2021 00:00,West,Utah,Salt Lake City,Women's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",In-store
West Gear,1185732,12-09-2021 00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,$25.00,450,"$11,250.00","$3,938.00",In-store
West Gear,1185732,11-11-2021 00:00,West,Utah,Salt Lake City,Women's Apparel,$45.00,450,"$20,250.00","$10,125.00",In-store
West Gear,1185732,10-12-2021 00:00,West,Utah,Salt Lake City,Women's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",In-store
West Gear,1128299,24-02-2021 00:00,West,Utah,Salt Lake City,Men's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",In-store
West Gear,1128299,25-09-2021 00:00,West,Oregon,Portland,Men's Street Footwear,$50.00,450,"$22,500.00","$7,875.00",In-store
West Gear,1128299,25-09-2021 00:00,West,Oregon,Portland,Men's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",In-store
West Gear,1128299,24-11-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",In-store
West Gear,1128299,17-01-2021 00:00,West,Oregon,Portland,Women's Apparel,$45.00,450,"$20,250.00","$7,088.00",In-store
West Gear,1128299,17-06-2021 00:00,South,Louisiana,New Orleans,Men's Apparel,$95.00,450,"$42,750.00","$19,238.00",Online
Foot Locker,1197831,04-02-2021 00:00,West,Idaho,Boise,Women's Apparel,$35.00,450,"$15,750.00","$7,088.00",Online
Foot Locker,1197831,06-03-2021 00:00,West,Idaho,Boise,Women's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",Online
West Gear,1197831,04-06-2021 00:00,West,Idaho,Boise,Men's Apparel,$55.00,450,"$24,750.00","$7,425.00",Online
Sports Direct,1197831,05-11-2021 00:00,West,Idaho,Boise,Women's Athletic Footwear,$60.00,450,"$27,000.00","$13,500.00",Online
Foot Locker,1128299,23-08-2021 00:00,West,Arizona,Phoenix,Women's Street Footwear,$55.00,450,"$24,750.00","$8,663.00",Online
Kohl's,1128299,22-12-2021 00:00,West,Arizona,Phoenix,Women's Apparel,$60.00,450,"$27,000.00","$6,750.00",Online
Kohl's,1128299,27-05-2021 00:00,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00,450,"$27,000.00","$9,450.00",Online
Kohl's,1128299,25-07-2021 00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",Online
Kohl's,1128299,26-08-2021 00:00,West,New Mexico,Albuquerque,Women's Apparel,$75.00,450,"$33,750.00","$8,438.00",Online
Kohl's,1128299,26-11-2021 00:00,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00,450,"$27,000.00","$9,450.00",Online
Sports Direct,1128299,13-01-2021 00:00,West,New Mexico,Albuquerque,Men's Street Footwear,$30.00,450,"$13,500.00","$5,400.00",Online
Sports Direct,1128299,13-01-2021 00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,$40.00,450,"$18,000.00","$7,200.00",Online
Sports Direct,1128299,13-01-2021 00:00,West,New Mexico,Albuquerque,Women's Street Footwear,$40.00,450,"$18,000.00","$6,300.00",Online
Sports Direct,1128299,13-01-2021 00:00,West,New Mexico,Albuquerque,Women's Apparel,$40.00,450,"$18,000.00","$4,500.00",Online
Sports Direct,1128299,13-08-2021 00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$55.00,450,"$24,750.00","$9,900.00",Online
Sports Direct,1128299,13-08-2021 00:00,Southeast,Georgia,Atlanta,Men's Apparel,$65.00,450,"$29,250.00","$10,238.00",Online
Sports Direct,1128299,14-09-2021 00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,$45.00,450,"$20,250.00","$7,088.00",Online
Sports Direct,1128299,14-09-2021 00:00,Southeast,Georgia,Atlanta,Women's Apparel,$60.00,450,"$27,000.00","$6,750.00",Online
Amazon,1185732,11-02-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$45.00,450,"$20,250.00","$7,088.00",Online
Amazon,1185732,09-03-2021 00:00,Midwest,Ohio,Columbus,Men's Athletic Footwear,$30.00,450,"$13,500.00","$4,725.00",Online
Amazon,1185732,09-05-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$50.00,450,"$22,500.00","$7,875.00",Online
Amazon,1185732,09-09-2021 00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,$25.00,450,"$11,250.00","$4,500.00",Online
Amazon,1185732,09-09-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$35.00,450,"$15,750.00","$5,513.00",Online
Amazon,1185732,22-10-2021 00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,$55.00,450,"$24,750.00","$9,900.00",Online
Foot Locker,1185732,16-05-2021 00:00,South,Mississippi,Jackson,Men's Athletic Footwear,$40.00,450,"$18,000.00","$6,300.00",Online
Foot Locker,1185732,18-06-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$45.00,450,"$20,250.00","$8,100.00",Online
Foot Locker,1185732,18-06-2021 00:00,South,Mississippi,Jackson,Men's Apparel,$60.00,450,"$27,000.00","$9,450.00",Online
Walmart,1185732,17-08-2021 00:00,South,Mississippi,Jackson,Men's Apparel,$50.00,450,"$22,500.00","$7,875.00",Online
Sports Direct,1185732,17-11-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$60.00,450,"$27,000.00","$10,800.00",Online
Sports Direct,1197831,23-01-2021 00:00,South,Mississippi,Jackson,Men's Athletic Footwear,$25.00,450,"$11,250.00","$3,938.00",Online
Sports Direct,1197831,23-01-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$25.00,450,"$11,250.00","$4,500.00",Online
Walmart,1197831,19-07-2021 00:00,South,Arkansas,Little Rock,Women's Street Footwear,$45.00,450,"$20,250.00","$8,100.00",Online
Walmart,1197831,20-08-2021 00:00,South,Arkansas,Little Rock,Women's Street Footwear,$50.00,450,"$22,500.00","$9,000.00",Online
Walmart,1197831,19-09-2021 00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,$40.00,450,"$18,000.00","$6,300.00",Online
West Gear,1197831,20-11-2021 00:00,South,Arkansas,Little Rock,Women's Apparel,$75.00,450,"$33,750.00","$13,500.00",Online
West Gear,1197831,19-12-2021 00:00,South,Arkansas,Little Rock,Women's Street Footwear,$60.00,450,"$27,000.00","$10,800.00",Online
West Gear,1197831,19-07-2021 00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$50.00,450,"$22,500.00","$7,875.00",Online
West Gear,1197831,20-08-2021 00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$55.00,450,"$24,750.00","$8,663.00",Online
Kohl's,1197831,14-06-2021 00:00,Midwest,Kansas,Wichita,Women's Apparel,$60.00,450,"$27,000.00","$9,450.00",Online
Kohl's,1197831,13-08-2021 00:00,Midwest,Kansas,Wichita,Women's Apparel,$55.00,450,"$24,750.00","$8,663.00",Online
Foot Locker,1197831,13-11-2021 00:00,Midwest,Kansas,Wichita,Men's Street Footwear,$25.00,450,"$11,250.00","$3,938.00",Online
Foot Locker,1185732,12-04-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$40.00,450,"$18,000.00","$6,300.00",Online
Sports Direct,1185732,09-04-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,450,"$13,500.00","$4,725.00",Online
Foot Locker,1185732,06-01-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,450,"$13,500.00","$4,050.00",In-store
West Gear,1185732,03-01-2021 00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,$30.00,450,"$13,500.00","$4,050.00",In-store
Foot Locker,1185732,17-11-2021 00:00,Northeast,West Virginia,Charleston,Men's Street Footwear,$45.00,450,"$20,250.00","$8,100.00",In-store
Foot Locker,1185732,16-12-2021 00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$55.00,450,"$24,750.00","$9,900.00",In-store
Foot Locker,1185732,16-12-2021 00:00,Northeast,West Virginia,Charleston,Women's Apparel,$70.00,450,"$31,500.00","$12,600.00",In-store
Foot Locker,1185732,20-12-2021 00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,$60.00,450,"$27,000.00","$10,800.00",In-store
